Name,Sport,Age,Height,Weight,Sex
Jeanne Marie Beauprey (-Reeves),Volleyball,23.0,183.0,70.0,F
"William Lawrence ""Laurie"" Wallace",Rowing,23.0,,,M
"John Peale ""Johnny"" Bent",Ice Hockey,23.0,,67.0,M
Hocine Soltani,Boxing,23.0,165.0,60.0,M
Karl Magnus Wegelius,Gymnastics,23.0,,,M
Enrico Gilardi,Basketball,23.0,193.0,94.0,M
Micha Cielak,Rowing,23.0,162.0,50.0,M
John M. Beattie,Rowing,23.0,193.0,87.0,M
Ji Glenn Wallace,Trampolining,23.0,175.0,70.0,M
Jen Reti (Rittich-),Gymnastics,23.0,,,M
"Ivica ""Ivo"" Cipci",Water Polo,23.0,,,M
Vasily Anatolyevich Solomin,Boxing,23.0,171.0,60.0,M
"Kenneth Marshall ""Ken"" Walsh",Swimming,23.0,188.0,84.0,M
An Han-Bong,Wrestling,23.0,163.0,62.0,M
Frank Beck,Fencing,23.0,179.0,72.0,M
"Robert Lee ""Bob"" Beck",Modern Pentathlon,23.0,188.0,76.0,M
"Cornelius Edward ""Con"" Walsh",Athletics,23.0,183.0,97.0,M
Alberto Marco Giovanni Ghibellini,Water Polo,23.0,185.0,76.0,M
Mark Stewart Bennett,Rugby Sevens,23.0,183.0,89.0,M
Gi Seong-Yong,Football,23.0,187.0,75.0,M
Garrett Weber-Gale,Swimming,23.0,188.0,82.0,M
Artur Hjalmar Slve Svensson,Athletics,23.0,,,M
Buffy-Lynne Alexander-Williams,Rowing,23.0,170.0,69.0,F
Traian Ioachim Cihrean,Weightlifting,23.0,157.0,52.0,M
Jules Clvenot,Water Polo,23.0,,,M
Sun Yanan,Wrestling,23.0,161.0,51.0,F
Glencora Ralph,Water Polo,23.0,178.0,68.0,F
Sun Xiulan,Handball,23.0,168.0,63.0,F
Konrad Martin Fritiof Svensson,Wrestling,23.0,,,M
Roger Closset,Fencing,23.0,172.0,70.0,M
Sun Wen,Football,23.0,162.0,60.0,F
Ximena Restrepo Gaviria,Athletics,23.0,175.0,58.0,F
Ryan Andrew Cochrane,Swimming,23.0,192.0,80.0,M
Arthur Stanley Garton,Rowing,23.0,,,M
Tommy Roger Suoraniemi,Handball,23.0,164.0,65.0,M
Lucien Rebuffic,Basketball,23.0,180.0,,M
Fernando Pinto Coelho de Almeida Bello,Sailing,23.0,180.0,82.0,M
Wang Lei,Fencing,23.0,190.0,108.0,M
Ilse Geisler (-Vorspach),Luge,23.0,168.0,60.0,F
Anastasiya Yevgenyevna Belyakova,Boxing,23.0,173.0,60.0,F
LaMont Smith,Athletics,23.0,188.0,73.0,M
Francesco Civera,Rowing,23.0,,,M
"Albertus Stephanus ""Kwagga"" Smith",Rugby Sevens,23.0,180.0,90.0,M
Hans-Gnter Geister,Athletics,23.0,177.0,73.0,M
"Norman Dean ""Norm"" Bellingham",Canoeing,23.0,193.0,92.0,M
"Walter Jones ""Walt"" Bellamy, Jr.",Basketball,23.0,211.0,98.0,M
"Hendrik Christiaan ""Henk"" de Looper",Hockey,23.0,,,M
Manfred Geisler,Football,23.0,175.0,81.0,M
"James Stephenson ""Steve"" Smith",Athletics,23.0,185.0,70.0,M
Franco De Pedrina,Rowing,23.0,184.0,83.0,M
Helen Reeves,Canoeing,23.0,173.0,56.0,F
"Robert Hyatt ""Bob"" Clark",Athletics,23.0,188.0,84.0,M
"Mitchell Jay ""Mitch"" Gaylord",Gymnastics,23.0,174.0,68.0,M
Arthur T. Clark,Athletics,23.0,,,M
Anatoly Alekseyevich Beloglazov,Wrestling,23.0,155.0,52.0,M
Wang Xiaohong,Swimming,23.0,172.0,66.0,F
Paul Edward Reedy,Rowing,23.0,181.0,87.0,M
Vladimir Georgiyevich Andreyev,Basketball,23.0,215.0,90.0,M
Rudolf Reichling,Rowing,23.0,,,M
Forrest Custer Smithson,Athletics,23.0,183.0,81.0,M
Wang Yi,Volleyball,23.0,189.0,79.0,F
Gyrgy Ged,Boxing,23.0,162.0,48.0,M
"John Alcorn ""James"" Rector",Athletics,23.0,181.0,72.0,M
Tomislav Smoljanovi,Rowing,23.0,190.0,91.0,M
Semyon Viktorovich Belits-Geyman,Swimming,23.0,186.0,73.0,M
Arnold Arturovich Belgardt,Cycling,23.0,185.0,80.0,M
Imre Gellrt,Gymnastics,23.0,,,M
"Yoko Karin Zetterlund (-Bush, -Hiroshi)",Volleyball,23.0,180.0,65.0,F
Rafael Augusto Sbis do Nascimento,Football,23.0,173.0,71.0,M
Emil A. Rausch,Swimming,23.0,,,M
Andrea Gasbarroni,Football,23.0,174.0,70.0,M
Yun Ok-Hui,Archery,23.0,162.0,63.0,F
Osamu Watanabe,Wrestling,23.0,160.0,65.0,M
Christian S,Table Tennis,23.0,186.0,77.0,M
Jack Sock,Tennis,23.0,191.0,84.0,M
Klaus Behrens,Rowing,23.0,191.0,88.0,M
Tara Leigh-Anne Watchorn,Ice Hockey,23.0,178.0,76.0,F
"George Pierce ""Gerry"" Geran",Ice Hockey,23.0,175.0,82.0,M
Peter Graham Waterfield,Diving,23.0,167.0,65.0,M
"Joseph ""Joe"" Clarke",Canoeing,23.0,182.0,76.0,M
Akio Soda,Hockey,23.0,,,M
Andrey Aleksandrovich Suraykin,Figure Skating,23.0,170.0,68.0,M
Jean-Baptiste Andr Bhotguy,Rugby,23.0,165.0,69.0,M
Peter Marius Andersen,Football,23.0,,,M
Michael Anthony Gateley,Hockey,23.0,,,M
Anatolii Crcu,Weightlifting,23.0,178.0,94.0,M
Jn Zachara,Boxing,23.0,,,M
Alexandre Gemignani Ferreira,Basketball,23.0,,,M
Andrey Mikhaylovich Rekechinsky,Water Polo,23.0,190.0,109.0,M
Ludmila vdov (Schnov-),Gymnastics,23.0,158.0,55.0,F
Kristin Bekkevold,Football,23.0,173.0,64.0,F
Wang Chunlu,Short Track Speed Skating,23.0,169.0,60.0,F
Boris Davidovich Razinsky,Football,23.0,,,M
Mario Gentili,Cycling,23.0,,,M
Bob de Voogd,Hockey,23.0,183.0,80.0,M
Jan Such,Ice Hockey,23.0,174.0,73.0,M
Rbert vehla,Ice Hockey,23.0,186.0,86.0,M
Konrad Wasielewski,Rowing,23.0,194.0,91.0,M
Linda Widwey Andersen (-Cerup-Simonsen),Sailing,23.0,169.0,64.0,F
Arsen Idrisovich Gitinov,Wrestling,23.0,170.0,74.0,M
Dominique Margaux Dawes (-Thompson),Gymnastics,23.0,158.0,54.0,F
Miloushka Yasemin Smit,Water Polo,23.0,178.0,70.0,F
Wolfgang Weise,Volleyball,23.0,177.0,75.0,M
Yeldos Bakhtybayevich Smetov,Judo,23.0,167.0,60.0,M
Jun Gao (-Chang),Table Tennis,23.0,168.0,73.0,F
Nadia Davy,Athletics,23.0,168.0,54.0,F
"James ""Jim"" Giraud",Football,23.0,,,M
"James Steven ""Jamie"" Baulch (Mills-)",Athletics,23.0,173.0,71.0,M
"Wilhelm Bernd ""Willi"" Baues",Canoeing,23.0,182.0,79.0,M
Monika Debertshuser (-Heler),Cross Country Skiing,23.0,165.0,55.0,F
"Peter Johann ""Johnny"" Weissmuller",Swimming,23.0,,,M
Erich Weishaupt,Ice Hockey,23.0,175.0,71.0,M
David Weller,Cycling,23.0,188.0,82.0,M
Martina Zellner (-Seidl),Biathlon,23.0,169.0,62.0,F
Harvey Wright Cohn,Athletics,23.0,172.0,61.0,M
Anabelle Smith,Diving,23.0,168.0,55.0,F
Ri Yong-Sam,Wrestling,23.0,162.0,58.0,M
Hans-Peter Baumgartner,Athletics,23.0,190.0,71.0,M
Patrice Garande,Football,23.0,173.0,70.0,M
Frdric Jean Santo Weis,Basketball,23.0,218.0,110.0,M
Rudolf Hans-Joachim Weise,Sailing,23.0,,,M
"Gordon Stephen ""Gordy"" Giovanelli",Rowing,23.0,,,M
Adrian Howard Smith,Basketball,23.0,186.0,81.0,M
Michael Glckner,Cycling,23.0,181.0,73.0,M
Roger Pyttel,Swimming,23.0,176.0,68.0,M
Sergey Nikolayevich Sukhoruchenkov,Cycling,23.0,176.0,72.0,M
Mohammed Rabii,Boxing,23.0,180.0,69.0,M
Christian Gustavo Bassedas,Football,23.0,176.0,74.0,M
Wilhelm Baumann,Handball,23.0,,,M
Larisa Aleksandrova-Popova,Rowing,23.0,180.0,83.0,F
Carolyn Jane Waldo,Synchronized Swimming,23.0,170.0,56.0,F
Henry Reed Welsford,Rowing,23.0,179.0,,M
Mark Ashton Richardson,Athletics,23.0,178.0,74.0,M
Yasaburo Sugawara,Wrestling,23.0,167.0,71.0,M
Fernand Julien Decanali,Cycling,23.0,,,M
Jackson Mose Richardson,Handball,23.0,186.0,86.0,M
"Gerrard Eugene ""Gene"" Cole",Athletics,23.0,182.0,78.0,M
Nataliya Anatolivna Davydova,Weightlifting,23.0,165.0,70.0,F
"Matthew James ""Matt"" Welsh",Swimming,23.0,188.0,80.0,M
Kento Sugiyama,Baseball,23.0,175.0,83.0,M
"Alfred Hilborn ""Al"" Bates",Athletics,23.0,183.0,70.0,M
Yekaterina Aleksandrovna Gamova,Volleyball,23.0,202.0,80.0,F
Vladimir Beara,Football,23.0,184.0,82.0,M
Nina Nymark Andersen (-Jakobsen),Football,23.0,173.0,60.0,F
"Kimberly Marie ""Kim"" Glass",Volleyball,23.0,190.0,75.0,F
"Christopher William ""Chris"" Gitsham",Athletics,23.0,,,M
Almiro Bergamo,Rowing,23.0,,,M
Herbert Bauch,Boxing,23.0,182.0,81.0,M
"Frdrik Edouard Robert ""Fred"" Deburghgraeve",Swimming,23.0,176.0,61.0,M
Keshorn Walcott,Athletics,23.0,183.0,90.0,M
"Robert ""Bobby"" Wells",Boxing,23.0,193.0,91.0,M
Andre Peter Gambucci,Ice Hockey,23.0,,,M
Shakhram Dzhamshedovich Giyasov,Boxing,23.0,174.0,69.0,M
Irina Anatolyevna Smirnova-Ilchenko,Volleyball,23.0,185.0,73.0,F
Marat Saidovich Ganeyev,Cycling,23.0,178.0,77.0,M
Herman Theobald Glass,Gymnastics,23.0,,,M
Arnfinn Bergmann,Ski Jumping,23.0,,,M
Arsen Zhorayevich Galstyan,Judo,23.0,170.0,60.0,M
Hermenegildo Garca Marturell,Fencing,23.0,,,M
Song Hai-Rim,Handball,23.0,167.0,67.0,F
Nikola Radovi,Football,23.0,,,M
Karen Putzer,Alpine Skiing,23.0,161.0,59.0,F
Tengiz Sulakvelidze,Football,23.0,178.0,76.0,M
Shelina Laura Zadorsky,Football,23.0,172.0,67.0,F
Ernest Henry Bayer,Rowing,23.0,190.0,77.0,M
Pasi Martti Sormunen,Ice Hockey,23.0,185.0,91.0,M
Kevin Reynolds,Figure Skating,23.0,177.0,60.0,M
Zhang Jiewen,Badminton,23.0,176.0,70.0,F
Roman Codreanu,Wrestling,23.0,194.0,146.0,M
"Hannelore ""Hanni"" Wenzel (-Weirather)",Alpine Skiing,23.0,165.0,57.0,F
Son Mi-Na,Handball,23.0,166.0,60.0,F
Anfisa Anatolyevna Reztsova (Romanova-),Cross Country Skiing,23.0,162.0,55.0,F
Mehmed Badarevi,Football,23.0,178.0,75.0,M
Martin Edward Reynolds,Athletics,23.0,185.0,77.0,M
Detlef Richter,Bobsleigh,23.0,,,M
"Francis Charles ""Frank"" Bayliss",Rugby,23.0,,,M
Roxana Daniela Coco,Weightlifting,23.0,158.0,68.0,F
Charles Daniel H. Smith,Basketball,23.0,208.0,100.0,M
Charles Henry Stuart Gmelin,Athletics,23.0,,,M
Kurt Sucksdorff,Ice Hockey,23.0,,,M
Dumitru Marian Berbece,Handball,23.0,185.0,79.0,M
Lalka Stoyanova Berberova,Rowing,23.0,182.0,73.0,F
"Daniel ""Dan"" Wallace",Swimming,23.0,188.0,80.0,M
Frank-Michael Wahl,Handball,23.0,190.0,95.0,M
Felicity Madeline Galvez,Swimming,23.0,167.0,58.0,F
Rafael Alcntara do Nascimento,Football,23.0,172.0,65.0,M
Bruno Julius Wagner,Tug-Of-War,23.0,185.0,82.0,M
"Ulysses Stanley ""Stan"" Wagner",Ice Hockey,23.0,,,M
"Michael ""Mike"" Day",Cycling,23.0,191.0,93.0,M
Daniel Bautista Rocha,Athletics,23.0,170.0,68.0,M
Eleanor Agnes Garatti-Saville,Swimming,23.0,,,F
Kajsa Margareta Bergqvist (-Herngren-),Athletics,23.0,175.0,59.0,F
Myriam milie Baverel,Taekwondo,23.0,174.0,70.0,F
"William Thomas ""Bill"" Smith",Wrestling,23.0,,,M
An Jae-Hyeong,Table Tennis,23.0,183.0,74.0,M
Vitaliy Rhimov,Wrestling,23.0,170.0,60.0,M
Matthew Swann,Hockey,23.0,170.0,64.0,M
Pablo Jnior Gimnez,Football,23.0,177.0,75.0,M
Sebastian Bea,Rowing,23.0,198.0,89.0,M
Mdlina Bere,Rowing,23.0,186.0,75.0,F
Nicu Ging,Wrestling,23.0,158.0,55.0,M
Sten Suvio (Schuschin-),Boxing,24.0,170.0,66.5,M
Charles Henry Robert Thias,Tug-Of-War,24.0,,,M
Andreas Thiel,Handball,24.0,194.0,89.0,M
Roberto Calcaterra,Water Polo,24.0,186.0,90.0,M
"Ursula ""Ulla"" Thielemann (-Jonscher)",Hockey,24.0,170.0,60.0,F
Misaki Matsutomo,Badminton,24.0,160.0,50.0,F
Flicien Jules mile Courbet,Water Polo,24.0,,,M
Jean-Pierre Stock,Rowing,24.0,,,M
Chi (-Reel) Cheng,Athletics,24.0,172.0,62.0,F
Maiko Kano,Volleyball,24.0,185.0,72.0,F
Otto Lorne Christman,Football,24.0,,,M
Rasoul Khadem Azgadhi,Wrestling,24.0,185.0,90.0,M
Cody Miller,Swimming,24.0,180.0,80.0,M
Reidar Andersen,Ski Jumping,24.0,180.0,,M
Isabel Marques Swan,Sailing,24.0,181.0,69.0,F
Inger Z. Miller,Athletics,24.0,163.0,55.0,F
Igor Vladimirovich Kanygin,Wrestling,24.0,184.0,90.0,M
Bulcs Szkely,Water Polo,24.0,180.0,82.0,M
"James Francis ""Jim"" Thorpe",Athletics,24.0,183.0,86.0,M
Hermine Marie Stindt,Swimming,24.0,,,F
Igors Miglinieks,Basketball,24.0,194.0,96.0,M
Ryan Callahan,Ice Hockey,24.0,180.0,86.0,M
Alicia Jayne Coutts,Swimming,24.0,176.0,69.0,F
Laura Chiesa,Fencing,24.0,182.0,63.0,F
Kristen Joy Thorsness,Rowing,24.0,175.0,69.0,F
Yu Ji-Hye,Table Tennis,24.0,164.0,55.0,F
Andrew Lester Maynard,Boxing,24.0,183.0,81.0,M
Egbert Swensson,Sailing,24.0,177.0,76.0,M
Kylie Cronk,Softball,24.0,169.0,58.0,F
Keiji Suzuki,Judo,24.0,185.0,100.0,M
"Michael Edward ""Peter"" Kennedy, III",Figure Skating,24.0,,,M
Ernesto Canto Gudio,Athletics,24.0,170.0,60.0,M
Bla (Vojtech-) Szepes (Strauch-),Athletics,24.0,178.0,71.0,M
Cao Lei,Weightlifting,24.0,168.0,75.0,F
Dirk Meier,Cycling,24.0,188.0,76.0,M
Alajos (Aljoz) Szokoly (-Szokol),Athletics,24.0,,,M
Birte Christoffersen-Hanson (-Ekberg),Diving,24.0,162.0,56.0,F
Karl Tore William Thoresson,Gymnastics,24.0,171.0,67.0,M
"Friedrich ""Fritz"" Maurer",Handball,24.0,,,M
Margot A. Thien,Synchronized Swimming,24.0,167.0,55.0,F
William Accambray,Handball,24.0,194.0,104.0,M
Gabriela Szabo (-Gyngyssy),Athletics,24.0,158.0,42.0,F
Alessandro Ciceri,Shooting,24.0,,,M
Obadele Olutosin Thompson,Athletics,24.0,182.0,78.0,M
"Michael B. ""Mike"" Adam",Curling,24.0,175.0,95.0,M
Monika Ciaciuch,Rowing,24.0,182.0,74.0,F
Cate Natalie Campbell,Swimming,24.0,186.0,67.0,F
Choi Eun-Gyeong,Hockey,24.0,,,F
John M. Stephens,Baseball,24.0,182.0,84.0,M
Hctor Milin Prez,Wrestling,24.0,185.0,130.0,M
Moses Kipkore Kiptanui,Athletics,24.0,175.0,60.0,M
Viktor Ivanovich Mednov,Boxing,24.0,,,M
Lothar Thoms,Cycling,24.0,179.0,77.0,M
Stanislav Ivanovich Stepashkin,Boxing,24.0,163.0,57.0,M
Anthony Bruce Kendall,Sailing,24.0,175.0,65.0,M
"Jeffrey Allen ""Jeff"" Stevens",Baseball,24.0,188.0,93.0,M
Bir Bahadur Chettri,Hockey,24.0,165.0,68.0,M
Elaine Thompson,Athletics,24.0,167.0,57.0,F
Maria Maunder,Rowing,24.0,180.0,72.0,F
"Karel Mejta, Sr.",Rowing,24.0,,,M
Jovana Stevanovi,Volleyball,24.0,192.0,72.0,F
Nancy Ann Kerrigan (-Solomon),Figure Skating,24.0,162.0,52.0,F
Elmira Anuarbekovna Syzdykova,Wrestling,24.0,172.0,69.0,F
"Frederick Haughton ""Fred"" Thompson",Rowing,24.0,,,M
Oleg Sergeyevich Stepanov,Judo,24.0,175.0,69.0,M
Hanna M. Thompson,Fencing,24.0,175.0,66.0,F
"Marcus Anthony ""Mark"" Kerry",Swimming,24.0,182.0,81.0,M
Leo Sterckx,Cycling,24.0,178.0,80.0,M
Craig Julian Stevens,Swimming,24.0,188.0,82.0,M
Evelyn Matz (-Hbscher),Handball,24.0,176.0,70.0,F
"Donald Alan ""Don"" Symon",Rowing,24.0,205.0,98.0,M
Andrzej Sypytkowski,Cycling,24.0,182.0,76.0,M
Yelena Sergeyevna Migunova,Athletics,24.0,168.0,58.0,F
Oleg Nikolayevich Karavayev,Wrestling,24.0,161.0,57.0,M
Gunar Kirchbach,Canoeing,24.0,184.0,82.0,M
Christian Richard Thomas,Gymnastics,24.0,,,M
"Roger Allen ""Rog"" Christian",Ice Hockey,24.0,175.0,68.0,M
Arman Konstantinovich Chilmanov,Taekwondo,24.0,190.0,84.0,M
"Robert Elmer ""Bob"" Cowell",Swimming,24.0,,,M
Karel Stibor,Ice Hockey,24.0,,,M
Kirsty Leigh Coventry (-Seward),Swimming,24.0,176.0,64.0,F
Gustavo Thoeni,Alpine Skiing,24.0,173.0,66.0,M
Chika Yagazie Chukwumerije,Taekwondo,24.0,190.0,106.0,M
"Vincent Edward ""Vince"" Matthews",Athletics,24.0,187.0,81.0,M
Sami Hannu Antero Kapanen,Ice Hockey,24.0,177.0,80.0,M
Kvin Mayer,Athletics,24.0,186.0,77.0,M
Adhemar Canavessi,Football,24.0,,,M
Tabea Kemme,Football,24.0,169.0,56.0,F
Karel Leendert Miljon,Boxing,24.0,,,M
Cathrine Svendsen (-Roll-Mathiesen),Handball,24.0,182.0,76.0,F
"Clarence Linden ""Buster"" Crabbe, Jr.",Swimming,24.0,,,M
Vladimir Sergeyevich Yumin,Wrestling,24.0,160.0,57.0,M
Maksim Mikhaylovich Mikhaylov,Volleyball,24.0,202.0,103.0,M
Johan Kenkhuis,Swimming,24.0,185.0,73.0,M
Gordon Lindsay Thomson,Rowing,24.0,,75.0,M
Dyana Jane Calub,Swimming,24.0,175.0,69.0,F
Sergey Mikhaylov,Boxing,24.0,187.0,80.0,M
Arsen Melikyan,Weightlifting,24.0,170.0,77.0,M
Radmila Miljani-Petrovi,Handball,24.0,157.0,60.0,F
Luke Campbell,Boxing,24.0,175.0,,M
Paolo Alfredo Cozzi,Volleyball,24.0,200.0,86.0,M
Miloslav Me,Tennis,24.0,190.0,81.0,M
Amiran Kardanov,Wrestling,24.0,162.0,54.0,M
Ona Meseguer Flaqu,Water Polo,24.0,167.0,62.0,F
Herman Johan Suselbeek,Rowing,24.0,183.0,85.0,M
Josef Mazura,Football,24.0,180.0,73.0,M
Harvey Blashford Charters,Canoeing,24.0,,,M
Erkki Olavi Kataja,Athletics,24.0,177.0,68.0,M
"Patrick Aloysius ""Paddy"" McCue",Rugby,24.0,183.0,,M
"Judith Ann ""Judy"" Strong",Hockey,24.0,172.0,66.0,F
"Anthony Joseph ""Tony"" Conroy",Ice Hockey,24.0,174.0,70.0,M
Kiyomi Kato,Wrestling,24.0,163.0,52.0,M
"Warren Jay ""Rex"" Cawley",Athletics,24.0,183.0,75.0,M
Tibor Tatai,Canoeing,24.0,185.0,84.0,M
Elmurat Zulypkarovich Tasmuradov,Wrestling,24.0,160.0,59.0,M
"Richard Ian ""Ric"" Charlesworth",Hockey,24.0,173.0,71.0,M
"Nikolaus Anton ""Toni"" Merkens",Cycling,24.0,,,M
Lindsay Ann Tarpley (-Snow),Football,24.0,165.0,58.0,F
Vladimir Vasilyevich Struzhanov,Swimming,24.0,,,M
Kaarle McCulloch,Cycling,24.0,168.0,69.0,F
Hjalmar Axel Fritz Cedercrona,Gymnastics,24.0,,,M
Aldo Tarlao,Rowing,24.0,,,M
James Joseph Connolly,Athletics,24.0,172.0,61.0,M
Mehdy Metella,Swimming,24.0,190.0,90.0,M
Werner Mortimer Stuber,Equestrianism,24.0,,,M
"Arthur Addison ""Art"" Studenroth",Athletics,24.0,,,M
Tan Xue,Fencing,24.0,176.0,77.0,F
Robert Studer,Handball,24.0,,,M
Kim Byeong-Ju,Judo,24.0,,,M
"John Patrick ""Jack"" Metcalfe",Athletics,24.0,183.0,80.0,M
Milorad avi,Swimming,24.0,198.0,87.0,M
Maria Constantinescu,Rowing,24.0,179.0,75.0,F
Stefan Metz,Ice Hockey,24.0,176.0,71.0,M
Vladimir Vasilyevich Cheboksarov,Wrestling,24.0,173.0,82.0,M
Ratko tritof,Water Polo,24.0,195.0,102.0,M
John Paskin Taylor,Hockey,24.0,,,M
Gaston Antoine Mercier,Rowing,24.0,190.0,88.0,M
Thies Kaspareit,Equestrianism,24.0,180.0,79.0,M
Giuseppe Castelli,Athletics,24.0,170.0,,M
Daniela Meuli,Snowboarding,24.0,183.0,74.0,F
Wolfgang Strdter,Hockey,24.0,174.0,72.0,M
"Irving ""Toots"" Meretsky",Basketball,24.0,,,M
Danel Castro Muagorri,Baseball,24.0,173.0,100.0,M
Georgi Georgiev Khristakiev,Football,24.0,180.0,72.0,M
"Patricia Jean ""Pat"" McKillop (Fraser-, -Williams)",Hockey,24.0,160.0,55.0,F
Dalia Contreras Rivero,Taekwondo,24.0,155.0,49.0,F
Aleksandar Ivanov Khristov,Boxing,24.0,170.0,54.0,M
Marcel Chauvign,Rowing,24.0,,,M
Juri Tatsumi,Synchronized Swimming,24.0,160.0,52.0,F
Jean Chastani,Athletics,24.0,,,M
Valentin Khristov,Weightlifting,24.0,179.0,107.0,M
John Ashley Cockett,Hockey,24.0,,,M
"F. Calvert ""Cal"" Strong",Water Polo,24.0,,,M
Kim Gwang-Seon,Boxing,24.0,165.0,51.0,M
Ian Cooke,Hockey,24.0,181.0,82.0,M
Kateryna Mykolavna Tarasenko,Rowing,24.0,184.0,74.0,F
Domingo Alberto Tarasconi (Tarascone-),Football,24.0,,,M
Leonel Surez Fajardo,Athletics,24.0,181.0,68.0,M
Takeo Kawamura,Baseball,24.0,181.0,79.0,M
Narciso Surez Amador,Canoeing,24.0,180.0,79.0,M
"Richard Phillip ""Rick"" Colella, Jr.",Swimming,24.0,186.0,82.0,M
Toshinobu Kawai,Short Track Speed Skating,24.0,173.0,64.0,M
Fritz Messner,Hockey,24.0,,,M
"Kathleen Ann ""Kathy"" McGahey (-Heinzler)",Hockey,24.0,167.0,59.0,F
"Pernell Karl ""PK"" Subban",Ice Hockey,24.0,183.0,98.0,M
Lori Christine Chalupny,Football,24.0,163.0,61.0,F
Troy Richard Tanner,Volleyball,24.0,190.0,84.0,M
Alfred William Messenger,Gymnastics,24.0,,,M
Gary John Anderson,Cycling,24.0,181.0,75.0,M
Malcolm R. McGowan,Rowing,24.0,188.0,89.0,M
Valery Andreyevich Chaplygin,Cycling,24.0,186.0,80.0,M
Jill Sudduth,Synchronized Swimming,24.0,172.0,54.0,F
Chang Yongxiang,Wrestling,24.0,178.0,74.0,M
Frank Chamizo Marquez,Wrestling,24.0,172.0,65.0,M
Chang Wen-Chung,Baseball,24.0,182.0,85.0,M
Leila Meskhi (-Nadibaidze),Tennis,24.0,164.0,54.0,F
Anne Dorthe Tanderup,Handball,24.0,,,F
Madeleine Chamot-Berthod,Alpine Skiing,24.0,,,F
Daniel M. Colla,Volleyball,24.0,195.0,80.0,M
Tang Lin,Judo,24.0,178.0,78.0,F
Tyler Tennant McGill,Swimming,24.0,180.0,78.0,M
"Ronald Alexander ""Ron"" Kiefel",Cycling,24.0,183.0,73.0,M
Frederick William Chapman,Football,24.0,,,M
"Vclav Chalupa, Jr.",Rowing,24.0,194.0,100.0,M
Mariana Tnas-Fricioiu,Rowing,24.0,181.0,81.0,F
Su Huijuan,Volleyball,24.0,179.0,72.0,F
Vladimir ujster,Handball,24.0,,,M
Stefano Cerioni,Fencing,24.0,191.0,87.0,M
Dragutin ermak,Basketball,24.0,190.0,92.0,M
Asuna Tanaka,Football,24.0,164.0,52.0,F
Olga Sergeyevna Khudenko,Canoeing,24.0,178.0,78.0,F
Jean-Claude Killy,Alpine Skiing,24.0,178.0,75.0,M
Oluyemi Kayode,Athletics,24.0,183.0,79.0,M
Luisa Haydee Cervera Cevedon,Volleyball,24.0,173.0,70.0,F
"Ronald Marshall ""Ron"" Merriott",Diving,24.0,170.0,71.0,M
Adam David Commens,Hockey,24.0,166.0,74.0,M
Yu Won-Cheol,Gymnastics,24.0,165.0,59.0,M
Berndt Leopold Katter,Modern Pentathlon,24.0,171.0,66.0,M
Hripsime Khurshudyan,Weightlifting,24.0,170.0,76.0,F
LaTasha Lavon Colander-Richardson (-Clark),Athletics,24.0,168.0,52.0,F
Bruna Giulia Colombetti-Peroncini,Fencing,24.0,173.0,75.0,F
Thibault Colard,Rowing,24.0,187.0,70.0,M
Antonio Ricardo McKay,Athletics,24.0,183.0,77.0,M
Jean-Frdric Chapuis,Freestyle Skiing,24.0,172.0,83.0,M
Carl Kaufmann,Athletics,24.0,183.0,76.0,M
Mats Bernhard Kihlstrm,Ice Hockey,24.0,185.0,90.0,M
Lenore M. Kight-Wingard,Swimming,24.0,,,F
Lauren McFall,Synchronized Swimming,24.0,175.0,58.0,F
Bahri Tanrkulu,Taekwondo,24.0,185.0,83.0,M
Khrystyna Petrivna Stuy,Athletics,24.0,168.0,60.0,F
"Charles Joseph ""Charley"" McIlvaine, Sr.",Rowing,24.0,179.0,69.0,M
Ramn Tapia Zapata,Boxing,24.0,,,M
Kim Hyang-Mi,Table Tennis,24.0,158.0,58.0,F
Christin Elizabeth Cooper,Alpine Skiing,24.0,170.0,57.0,F
Rachael Taylor,Rowing,24.0,179.0,74.0,F
Charles Gustave Lonce Coste,Cycling,24.0,180.0,79.0,M
Roger Michelot,Boxing,24.0,,,M
"Daniel Joseph ""Dan"" Kelly",Athletics,24.0,176.0,66.0,M
"Stanislovas ""Stasys"" Stonkus",Basketball,24.0,,,M
"David ""Dave"" McMullin, III",Hockey,24.0,178.0,79.0,M
Nikolay Andreyevich Melnikov,Water Polo,24.0,184.0,86.0,M
Hlne Cortin,Rowing,24.0,186.0,80.0,F
Pierre Louis Eugne Adam,Cycling,24.0,,,M
Karen Lynn Clark (-Le Poole),Synchronized Swimming,24.0,176.0,59.0,F
Mia Audina Tjiptawan-Lobman,Badminton,24.0,163.0,67.0,F
Conrad Marentius Carlsrud,Gymnastics,24.0,,,M
Yelena Viktorovna Karpova,Basketball,24.0,188.0,73.0,F
Gyula Kellner,Athletics,24.0,,,M
Kiril Stoychev Terziev,Wrestling,24.0,177.0,74.0,M
Malcolm James Carmichael,Rowing,24.0,185.0,80.0,M
Christina Sussiek (-Echte),Athletics,24.0,166.0,54.0,F
Viktor Nikolayevich Suslin,Rowing,24.0,190.0,99.0,M
Marina Germanovna Karpunina,Basketball,24.0,178.0,73.0,F
Lauren Nicole Cheney (-Holiday),Football,24.0,173.0,70.0,F
"Phillip Patrick ""Phil"" Carmichael",Rugby,24.0,170.0,,M
Alfred Achermann,Cycling,24.0,176.0,75.0,M
